Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Adversarial Age Prediction,Adversarial Gender Prediction
757,0,[47.474617],[-2.012885  1.072935],[52.277927],[-1.5424545   0.84496015]
757,1,[27.772932],[-0.30010247 -0.82653064],[44.328236],[-1.5005771   0.48545557]
758,0,[33.623474],[-2.3976145  0.0882373],[27.192528],[-0.29280835  0.22941102]
758,1,[26.451023],[-0.63463926  0.9153463 ],[35.050716],[-1.3549832  -0.37240022]
759,0,[33.92855],[-1.8982362   0.19248988],[28.632587],[-1.2228304 -0.1814964]
759,1,[34.885128],[-0.6429689   0.14448829],[80.81082],[-3.8876548   0.44078952]
760,0,[40.0097],[-2.2621298 -1.0511476],[51.550465],[-4.138609   2.4740798]
760,1,[29.070751],[-1.0813962   0.10802798],[55.659527],[-4.5448914  -0.32302976]
761,0,[34.08822],[-0.65923536  1.1164093 ],[56.294037],[-3.2825754  0.6139915]
761,1,[35.02773],[-0.23926704 -0.45200098],[32.23471],[-1.7915286  0.4896338]
762,0,[29.961754],[-2.0901606  0.5777491],[27.101984],[1.8424853  0.09338586]
762,1,[48.196945],[-2.6732352  1.0775349],[28.40096],[-1.8983308  -0.09512089]
763,0,[45.234272],[-1.5342126  1.3965621],[27.06209],[-1.03509     0.83776385]
763,1,[31.240814],[-1.6355503  -0.27929878],[39.96609],[-2.464234   1.4079247]
764,0,[32.47953],[-1.4272039  1.1541803],[25.135597],[ 2.2634668  -0.41177827]
764,1,[33.864243],[-1.4931175  0.2986428],[61.614403],[-2.693517   -0.05466257]
765,0,[36.82144],[-0.9187349  -0.74685365],[52.32888],[-2.325599    0.31064034]
765,1,[24.61464],[-0.41449302  0.08284731],[50.801113],[-2.0525742  2.154327 ]
766,0,[31.412502],[-0.91722727  0.01338756],[90.599045],[-5.745695   1.3726109]
766,1,[34.54523],[-1.9614297   0.41447055],[24.867859],[-0.8402891 -1.4175602]
767,0,[40.396812],[-2.7299733  1.315421 ],[31.589195],[-1.094234    0.33680075]
767,1,[30.815186],[-0.54904586  0.67210513],[33.129837],[1.1062586 2.814253 ]
768,0,[34.840675],[-1.7034787  1.0654012],[63.676384],[-3.8584247  1.8456886]
768,1,[36.155785],[-1.9087776  0.761054 ],[26.24881],[-0.76433325 -1.3444997 ]
769,0,[36.219337],[-1.4515201   0.74913967],[51.008198],[-4.5643682  0.5592658]
769,1,[32.013214],[-0.5583751  -0.42436522],[59.404552],[-3.8574758  1.9700048]
770,0,[29.890093],[-1.9654006   0.37793136],[25.907982],[0.24995321 0.23275156]
770,1,[33.844242],[-0.8230976  -0.19625327],[67.49162],[-4.3016415  1.6816132]
771,0,[31.41565],[-0.1723076  0.0336902],[25.28762],[-1.1814203 -1.125524 ]
771,1,[28.369158],[-0.6491842  0.0464644],[30.354921],[-1.6789266 -0.8618019]
772,0,[25.859955],[-0.6762844 -0.4088316],[54.833225],[-2.1992722  2.4637163]
772,1,[34.222996],[-1.3431308  1.0332434],[21.063652],[ 0.59758437 -0.834161  ]
773,0,[26.691774],[-0.5572632 -0.5324657],[63.80313],[-4.1978827   0.48810613]
773,1,[37.553776],[-1.6786762  -0.39742413],[25.722977],[-0.84665394  1.1461722 ]
774,0,[34.407436],[-0.8978205  -0.40311074],[30.169647],[-1.1872735   0.53780824]
774,1,[44.348755],[-1.8151215  0.8916034],[22.562313],[-1.6953918   0.49880868]
775,0,[35.848408],[-0.5135113  1.5097315],[24.291943],[ 1.227596   -0.61169267]
775,1,[33.310814],[-1.8338822  1.4726088],[48.16731],[-2.3440223  1.9024436]
776,0,[38.655006],[-3.113026   0.7142361],[52.055645],[-3.1351182   0.28267795]
776,1,[31.199478],[-1.8934695 -1.0958728],[23.64649],[-0.04425927  0.9623988 ]
777,0,[28.692028],[-2.1533546   0.14424752],[27.370434],[-0.3575976  -0.02360661]
777,1,[27.699017],[-0.7843735 -1.0221756],[68.90822],[-3.009118   -0.03709893]
778,0,[44.394394],[-0.8389102  1.9353867],[23.85779],[ 1.0871273 -1.479385 ]
778,1,[27.521542],[-1.1679957   0.28650063],[81.83344],[-7.6758547  1.0276123]
779,0,[26.031347],[ 1.0504713  -0.23572251],[61.76653],[-1.7361206  1.6618334]
779,1,[39.927357],[-3.4057066  1.4501163],[21.82894],[-0.0692869 -0.6569315]
780,0,[32.189632],[ 0.11449213 -0.01805553],[24.319313],[-1.1415799   0.08065136]
780,1,[34.715725],[-1.4151791   0.73155737],[68.22931],[-2.9112911  1.4295446]
781,0,[30.812439],[-0.7344278  0.5421918],[24.463219],[-0.71247464 -0.3169617 ]
781,1,[35.55064],[-0.80623937  0.68588877],[52.59546],[-4.6469374  2.6248136]
782,0,[29.82465],[-1.3862273  0.1951874],[75.569016],[-3.953577   -0.15184812]
782,1,[24.855915],[ 0.01232943 -0.7297662 ],[26.147955],[-1.1058975 -0.6253897]
783,0,[43.67518],[-2.623443   0.4665063],[65.98373],[-4.8650517  -0.13197179]
783,1,[29.064175],[-0.24109896 -0.01389273],[21.49729],[-0.22907253 -0.7229384 ]
784,0,[33.151745],[0.14066902 0.32275796],[73.117485],[-3.7329524  1.4323537]
784,1,[39.484688],[-1.5309762  1.4732189],[25.659803],[-0.75738347 -1.0538894 ]
785,0,[45.58456],[-1.1002618 -1.1101153],[90.35238],[-4.284203    0.12375762]
785,1,[38.448166],[-1.778252    0.42055893],[25.19115],[-0.9728514 -0.2791878]
786,0,[33.833534],[-2.1246018  0.8727986],[28.046923],[-0.9252925  -0.31101972]
786,1,[32.398323],[-1.573984    0.37799603],[67.64446],[-3.8599596  0.9557802]
787,0,[31.471127],[-2.298233    0.24988173],[50.03392],[-3.6944234  2.222204 ]
787,1,[30.711498],[0.15407023 0.9104467 ],[28.048275],[-0.36647403  0.0437699 ]
788,0,[53.16763],[-2.5589926  1.1810148],[30.16708],[-1.0635765  0.7088292]
788,1,[23.711721],[-0.3469764 -0.1299686],[27.635393],[-1.0036778 -1.1529955]
789,0,[43.41474],[-3.6556857  1.0109711],[36.76973],[-1.1922538   0.19388051]
789,1,[26.38896],[-0.92921686 -0.12197946],[27.220625],[-0.182371  -0.3829286]
790,0,[26.493729],[-0.37060028 -0.413126  ],[42.623158],[-1.9241587   0.63309443]
790,1,[29.145786],[-0.7090246  -0.04405928],[57.329605],[-5.2374425  2.4282246]
791,0,[31.196236],[-2.0335603   0.23103915],[31.473753],[-0.98218143 -0.8783456 ]
791,1,[25.898388],[0.31662768 0.19272272],[77.307274],[-3.909154   3.2430809]
792,0,[38.37173],[-2.731809   0.6011915],[27.734829],[0.22154535 0.32291383]
792,1,[32.800674],[0.12847817 0.2436407 ],[75.60842],[-5.392518   1.9283655]
793,0,[34.378338],[-1.8609375 -0.5709025],[31.642008],[ 0.49154574 -0.26832277]
793,1,[24.280666],[-0.8083142  -0.84834796],[61.91445],[-3.0705993   0.42078125]
794,0,[40.145905],[-2.847173    0.36719847],[17.845327],[ 1.0526185 -1.5335069]
794,1,[33.02487],[-1.6136327   0.40508145],[46.862785],[-2.5000925  2.2548864]
795,0,[27.77491],[-0.36951792  0.18318824],[62.89807],[-2.5677233  1.0329158]
795,1,[38.309914],[-1.4667724   0.24842523],[44.54791],[-1.9438239   0.91775256]
796,0,[43.809235],[-1.8428191  2.7394502],[27.871225],[ 0.4949754  -0.50729036]
796,1,[32.761837],[-2.1753235   0.68096775],[31.715881],[-0.82303    0.9523304]
797,0,[28.621614],[-0.5090829  -0.09343942],[30.241383],[-1.025638    0.00299792]
797,1,[35.470963],[-1.7769082  0.4764685],[36.689842],[-1.6864327 -0.5344672]
798,0,[46.008858],[-1.7641078  0.4851069],[78.672646],[-5.1684523  1.8928928]
798,1,[35.051765],[-1.909526  -0.5616424],[24.590311],[-0.43967724 -0.3996831 ]
799,0,[47.13965],[-2.1821322   0.35189247],[25.294205],[0.42856932 0.27239537]
799,1,[26.997179],[-1.0178548  -0.25062513],[70.91807],[-6.5056133  1.3021163]
800,0,[33.38079],[-1.2111636  -0.12424077],[21.263798],[-0.10051297  0.11748292]
800,1,[30.139345],[0.08816878 0.77032167],[55.600388],[-2.2943277  1.3454306]
801,0,[60.747566],[-2.9542828  0.9907076],[24.66135],[1.061586  1.1119965]
801,1,[27.5784],[-0.7827817 -1.3929102],[66.36591],[-4.022316   2.7490282]
802,0,[35.676914],[-1.4047865 -0.5507854],[30.374985],[-0.7047425  0.6859134]
802,1,[33.354492],[-1.2189837   0.92189986],[26.529737],[-1.2771679   0.45549893]
803,0,[27.667501],[ 0.44126529 -0.23755662],[69.30548],[-6.2772527  1.3734572]
803,1,[26.178349],[-0.6619718  -0.84630233],[50.619984],[-4.674476    0.01938134]
804,0,[24.148132],[-0.37205893 -0.30562174],[80.44225],[-7.843889   2.5230541]
804,1,[54.59495],[-2.6060786  0.5065367],[20.18257],[ 0.5044718 -0.7459435]
805,0,[23.712502],[ 0.4660496 -0.9476251],[61.365658],[-3.3458712  2.1864185]
805,1,[48.864254],[-2.4087896  1.8543913],[28.175552],[-0.49795735 -0.12259826]
806,0,[31.29076],[-0.21354787  0.52449197],[67.99362],[-4.6116767  1.116755 ]
806,1,[29.716187],[-0.9571068   0.46054125],[25.445644],[0.16567853 0.31756502]
807,0,[36.83969],[-0.6216377 -1.0551467],[29.221102],[-0.08930649 -1.1172001 ]
807,1,[21.486166],[-0.39040256 -0.03483124],[29.851032],[-1.1424929   0.12528704]
808,0,[32.28639],[-2.0958397   0.18266962],[67.55048],[-4.438371   1.6676581]
808,1,[30.4169],[-1.0932245  -0.03163242],[20.393063],[-0.20295636 -0.18000372]
809,0,[32.56909],[-1.6953796  0.5690359],[24.44745],[0.51452494 0.08560877]
809,1,[30.1123],[-1.5725743  0.1073577],[62.008488],[-3.4971855  2.2349124]
810,0,[34.826927],[-0.55195475  0.5240534 ],[31.51174],[-0.51196593  0.9386844 ]
810,1,[26.957268],[-0.3890069   0.01521927],[27.810982],[ 0.01554061 -1.7947891 ]
811,0,[32.05952],[-0.9022056 -0.3466609],[24.578363],[-0.4475826 -0.5685723]
811,1,[24.389425],[-1.260438    0.06604834],[70.86767],[-5.7663646  -0.97722167]
812,0,[32.72837],[-2.5466983 -1.0394311],[24.022305],[ 0.01979752 -0.8682448 ]
812,1,[39.083347],[-2.965493    0.57286555],[76.459526],[-4.705017    0.70479953]
813,0,[28.07206],[-0.7023375  -0.01626624],[23.208164],[-1.3242165 -1.0161073]
813,1,[30.194683],[-0.4938388   0.33578354],[69.13328],[-2.2629187  1.1544448]
814,0,[53.783783],[-2.475709  1.575947],[22.758978],[-0.2928123 -0.4013561]
814,1,[26.304626],[ 0.36556244 -0.20667453],[71.60884],[-2.550859  2.214337]
815,0,[26.395283],[ 0.14986256 -0.5078856 ],[25.115946],[-1.2171676  0.5942237]
815,1,[35.039482],[-0.8736532   0.75468296],[29.60471],[-0.25304067  0.5919661 ]
816,0,[42.02076],[-3.2154393   0.04672132],[31.536552],[0.18432765 0.2675097 ]
816,1,[26.403423],[-1.8063772  -0.44054317],[69.51965],[-4.7805266  1.123815 ]
817,0,[63.7062],[-4.393028   2.4243586],[23.040422],[-0.6741978 -0.5014287]
817,1,[24.925566],[ 0.22304855 -0.7347172 ],[53.071037],[-1.8880831  1.6340506]
818,0,[26.286913],[-0.67090607 -0.3573878 ],[61.75805],[-4.309762   1.3767447]
818,1,[30.287308],[-1.7018461  0.6515859],[25.249052],[-0.31020182 -0.5832311 ]
819,0,[33.021156],[-1.1669219  -0.47916436],[74.64569],[-5.517344   2.9234114]
819,1,[35.660652],[-0.17564552  1.1997864 ],[27.498789],[ 0.1694902  -0.51015687]
820,0,[44.005726],[-1.5916072   0.04444127],[21.913277],[ 2.36749   -1.1102281]
820,1,[33.927567],[-0.5479895  1.3099817],[34.673714],[-1.535381   1.0946938]
821,0,[26.461151],[-0.16712923  0.14608915],[71.88283],[-5.9938803  4.493575 ]
821,1,[50.36889],[-4.151423   1.3146553],[25.918932],[-0.4905032   0.29018563]
822,0,[33.4475],[-0.00590202  2.260339  ],[76.199905],[-5.2244306  0.7959628]
822,1,[34.720528],[-1.0086558   0.28917944],[24.84025],[-1.9082257 -0.0774769]
823,0,[61.58644],[-4.2701483  2.2100546],[28.104246],[-1.6402985  -0.42371655]
823,1,[37.518326],[-1.4397633  1.2985393],[29.121586],[-0.3515743 -0.579991 ]
824,0,[27.647346],[-0.6796199  0.8653973],[29.766893],[0.07031778 0.56877226]
824,1,[35.98738],[-2.0474768  -0.30881006],[64.27095],[-3.7006044   0.65821314]
825,0,[27.306423],[-0.4007424  -0.17404182],[36.518894],[-1.5477029 -0.0291868]
825,1,[35.643574],[-1.5671372  2.210075 ],[28.758045],[-2.3639202  -0.65017545]
826,0,[44.613743],[-1.7686037  -0.12294005],[24.755402],[-0.28620344  0.20247863]
826,1,[24.33379],[ 0.09665529 -1.0394421 ],[62.64772],[-3.0838177  1.1338497]
827,0,[41.26873],[-0.9419527  0.3441645],[61.22611],[-3.7265577  3.1912072]
827,1,[41.084385],[-2.4868157  1.4303482],[21.724329],[-0.10044192  0.57309   ]
828,0,[44.78121],[-2.5387285  0.4894387],[35.64445],[0.6198889  0.07887812]
828,1,[36.5643],[-0.78366876  0.56792146],[27.178469],[-1.0672337   0.75632125]
829,0,[54.59727],[-3.6240313  1.3625216],[22.078318],[-0.23419474 -0.23548637]
829,1,[28.783283],[-1.3825891 -1.2860452],[61.327034],[-3.7755115  1.2948165]
830,0,[17.773022],[-1.0617663  0.0364527],[32.116714],[-2.913286   1.4586271]
830,1,[40.848995],[-1.4756037  -0.16941394],[68.90177],[-4.7617254  1.6692345]
831,0,[38.75202],[-0.52991474  0.05086793],[61.26127],[-4.3211293  -0.21400656]
831,1,[45.327175],[-4.5848413  1.1891111],[55.390736],[-3.2096958   0.18912978]
832,0,[41.927536],[-2.0951443  -0.39620712],[29.210396],[-1.0031182  -0.49332553]
832,1,[26.480526],[0.05156173 0.0573992 ],[30.44154],[-0.226      -0.09827977]
833,0,[26.534468],[-0.51632714  0.9213831 ],[31.404518],[-0.96976984 -0.583659  ]
833,1,[41.49208],[-2.6494355  0.9245706],[34.753284],[-1.5683866  0.3266375]
834,0,[33.17102],[-0.6305579  1.1422135],[38.260025],[-2.3600154  -0.36658642]
834,1,[33.69478],[-2.538426  0.426592],[24.506075],[ 1.1787664 -0.7007485]
835,0,[39.98174],[-2.6011968  1.0965754],[27.006271],[-1.6038564 -0.4170767]
835,1,[35.883156],[-2.2732859  0.6226398],[35.965008],[-0.48666304 -0.3607229 ]
836,0,[33.59383],[-0.5030223  1.3791686],[26.23207],[-0.85578287  1.0031959 ]
836,1,[35.422665],[-2.058879   1.4878428],[29.457832],[ 0.97464466 -1.4514976 ]
837,0,[33.559822],[-0.7774715  -0.44904578],[22.641226],[-1.4125396 -0.6600194]
837,1,[52.64494],[-3.1016443  -0.67767376],[30.085957],[-1.1294985  -0.41769618]
838,0,[32.164356],[-0.9505503  0.3687904],[62.971565],[-3.4368658 -1.2296009]
838,1,[31.219915],[-1.103326    0.49490643],[23.058084],[-0.84277475 -0.04677024]
839,0,[22.963158],[-1.6371999   0.63162893],[26.16117],[-0.20947315 -1.2318484 ]
839,1,[46.55059],[-2.8653355  -0.35502827],[27.21598],[-0.47331405 -0.27762985]
840,0,[38.073135],[-0.77121073  0.8033268 ],[32.139786],[-1.0035788   0.12506838]
840,1,[31.958654],[-1.9491838  1.3918328],[58.775887],[-4.8882623  3.1484182]
841,0,[32.236893],[-1.2568909  0.5970511],[25.439098],[-4.3345988e-04 -7.2619826e-01]
841,1,[27.64339],[-1.2671736  -0.89116627],[53.427002],[-2.7499094  1.6355188]
842,0,[27.748434],[-1.4162647 -0.3127014],[25.567205],[ 0.3116784  -0.37023398]
842,1,[44.39952],[-3.0909188  0.6554355],[51.04533],[-2.5631917  0.4299397]
843,0,[32.913734],[-0.8053013  0.927381 ],[35.71331],[-1.7273699  -0.14828221]
843,1,[43.46183],[-1.6377217   0.44824982],[24.164743],[-0.09004299  0.55615586]
844,0,[37.47762],[-1.4583863  -0.20179029],[28.280638],[-0.97512615 -0.37308455]
844,1,[29.712706],[-0.28937072 -0.27115285],[27.691183],[-0.30002594 -1.1976438 ]
845,0,[33.23733],[-2.376938    0.31936538],[29.762999],[-0.6265662  -0.33691102]
845,1,[30.623768],[-0.75452656  0.0380566 ],[28.579538],[-0.5572176   0.73793685]
846,0,[30.190907],[-1.5999402   0.14452936],[21.501438],[-0.10527556 -1.2094768 ]
846,1,[35.14157],[-0.9602001   0.24813949],[40.569557],[-1.116227   0.4784457]
847,0,[32.51347],[-0.45110166 -0.2666914 ],[24.301752],[-0.67990935 -0.52287805]
847,1,[51.119957],[-4.3063674  0.9046938],[60.56989],[-3.3165267  0.9754301]
848,0,[35.82045],[-0.74354386  1.3999181 ],[25.643248],[-0.48287314 -0.23622039]
848,1,[32.64193],[-1.3697449  1.2916864],[26.58884],[-1.5351207  0.6936131]
849,0,[42.222244],[-2.1384118  2.2014134],[24.277866],[-0.6170896  0.1774057]
849,1,[27.789272],[-0.12579279  0.38478744],[59.49602],[-3.3611999  0.6088686]
850,0,[26.012283],[-0.7080849  -0.27990487],[27.347069],[ 0.44496244 -0.3218885 ]
850,1,[38.933243],[-1.1127192   0.77333754],[26.89706],[-0.52337223  0.5074492 ]
851,0,[36.47469],[-1.0324591  0.5765349],[72.40443],[-5.219371   2.1142323]
851,1,[29.85808],[-1.5540143  -0.33646297],[29.871626],[-0.23172675 -0.5828379 ]
852,0,[28.743395],[-1.3150028  1.2246597],[71.16976],[-6.806536   0.9932143]
852,1,[29.522572],[-0.31409663  0.4304518 ],[28.819782],[ 0.9901326 -0.3870481]
853,0,[33.950848],[-0.99533343 -0.8565356 ],[29.26255],[-0.83163726 -0.60122293]
853,1,[27.323368],[ 0.04559635 -0.09254573],[31.19638],[-0.3742535  1.4228868]
854,0,[30.11795],[-1.3584988 -0.799633 ],[52.582443],[-3.0731137  1.3989925]
854,1,[36.407192],[-3.0230384  -0.00856028],[55.012306],[-3.3503475  1.1417718]
855,0,[34.5307],[-2.2872128 -0.4564147],[64.36718],[-5.0903063  1.6721222]
855,1,[27.9469],[-0.27310908 -0.11721513],[34.481995],[-2.5517602   0.23326857]
856,0,[29.617016],[ 0.47161835 -0.55095094],[19.517254],[2.237232   0.55104846]
856,1,[37.424248],[-1.573514   -0.43093157],[58.78522],[-4.240887   1.2298495]
857,0,[50.42914],[-2.893905  0.612809],[23.902594],[-0.07434215 -0.09625934]
857,1,[35.54495],[-1.7360897  0.3375607],[64.71887],[-3.7687528  1.6081954]
858,0,[30.336819],[-2.2576022 -0.2617308],[27.499363],[-0.7713358 -0.6005321]
858,1,[33.69374],[-1.2571753  1.3038405],[27.159967],[-1.1820874  0.635222 ]
859,0,[35.308983],[-1.8972639 -1.536188 ],[58.97959],[-3.4274433   0.24781801]
859,1,[30.298775],[-1.4245436  0.2643767],[25.48703],[ 0.11175862 -0.40065992]
860,0,[35.178703],[-0.3636847  -0.31549662],[75.08262],[-6.3504257   0.19305624]
860,1,[31.904984],[-1.2482532  0.6605903],[28.454058],[-1.5782093  -0.16687894]
861,0,[26.213318],[-0.66088426  0.6681152 ],[62.57497],[-1.5830473  1.5400958]
861,1,[44.637775],[-2.8057282  1.4460814],[32.723175],[-0.13727407  0.84439486]
862,0,[25.214264],[-0.79681325  0.18778099],[58.597504],[-3.7561367  1.347197 ]
862,1,[37.715195],[-0.830536   1.4874576],[53.844036],[-1.5650483  1.0005112]
863,0,[30.149508],[-1.4641155 -0.3730353],[14.658274],[-1.0627831  0.2664892]
863,1,[41.8957],[-2.8381855  -0.06609236],[24.030176],[-0.88790953 -0.698742  ]
864,0,[35.143986],[-2.0083346 -1.3556693],[28.083466],[-1.2487897   0.02791561]
864,1,[31.585953],[-1.6897651   0.61204886],[37.463963],[-2.1349535   0.10969056]
865,0,[29.153006],[-1.5306758 -0.2279786],[58.256718],[-3.5610104   0.36916816]
865,1,[35.25869],[-0.44485855 -0.10131353],[22.975557],[0.38107908 0.7831737 ]
866,0,[33.631134],[-1.200158   1.0217804],[58.283844],[-3.049876   -0.04590617]
866,1,[43.33851],[-3.8700266  2.4315152],[46.136265],[-1.6247456  1.2290016]
867,0,[41.781197],[-0.44385308  0.42459923],[72.09176],[-5.7330737   0.39493144]
867,1,[27.382217],[-0.55409694 -0.17107946],[28.062437],[-0.9096116  0.8175501]
868,0,[38.457386],[-1.9732233  1.0863861],[64.84256],[-2.2347665  0.3561805]
868,1,[27.345303],[-0.21057884  0.51203895],[22.043678],[-0.47812796 -0.37512934]
869,0,[27.401196],[-0.43795776  0.21388854],[27.881117],[-0.79975736 -0.8981505 ]
869,1,[38.433136],[-1.3453051   0.07689087],[30.589743],[-0.7808188  0.0716223]
870,0,[44.131104],[-3.1581202  1.0620165],[67.055565],[-3.6328168  1.0776103]
870,1,[32.71009],[-1.0862347 -1.3584516],[21.215103],[1.4553165  0.47968918]
871,0,[30.137943],[-0.87894666  0.43674457],[28.848255],[-1.0255188   0.04991786]
871,1,[37.12392],[-1.8920954   0.05151556],[23.737091],[0.4208718  0.18955566]
872,0,[37.16687],[-1.7034618  0.8372168],[55.368866],[-4.2037826  0.9019365]
872,1,[30.228132],[-1.0635902   0.38736147],[22.46089],[ 0.6213293  -0.27569908]
873,0,[33.09839],[-2.4070082  1.3702593],[65.98726],[-4.0221987  0.5209211]
873,1,[34.617786],[-1.2568713   0.91631085],[51.508053],[-3.40733    0.9581875]
874,0,[29.449984],[-1.8097838   0.79569596],[57.840622],[-3.1085172  1.6555197]
874,1,[33.738503],[-0.77838075  0.00892089],[38.702972],[-0.59354275  0.04080507]
875,0,[22.789165],[-0.22717716 -0.5041197 ],[60.23384],[-5.155768    0.54705966]
875,1,[36.059708],[-0.9667953  1.428425 ],[56.135338],[-3.9019022  1.3937736]
876,0,[34.404083],[-2.3195958  1.1526897],[31.901028],[-1.5145828   0.03049947]
876,1,[48.940884],[-2.858552  -1.2360716],[73.7679],[-6.9935837  3.2085693]
877,0,[26.293829],[-1.0282767 -1.3920581],[23.088465],[-0.81026554 -1.1309952 ]
877,1,[30.993092],[-1.1540526   0.06077372],[26.441519],[ 0.534035   -0.35534635]
878,0,[32.87243],[-1.6565863   0.28592908],[38.123768],[-1.7286565  1.2587374]
878,1,[29.49149],[-1.5027416   0.43601853],[36.89382],[-1.2105337 -0.6005308]
879,0,[43.58252],[-1.643191   1.2687482],[27.499136],[-0.69387305  0.23863943]
879,1,[28.83488],[-0.35392642  0.9664796 ],[24.528976],[ 0.26112583 -2.0758333 ]
880,0,[27.086796],[0.17836843 0.07714611],[60.007652],[-3.676229   1.3756415]
880,1,[24.75857],[-0.1839032 -0.075738 ],[51.866264],[-3.322775   0.5937171]
881,0,[35.39297],[-2.1978824  1.37161  ],[28.25659],[-2.0392573 -0.908918 ]
881,1,[31.450966],[-0.9693569  -0.61410946],[30.32946],[1.2496303  0.74835753]
882,0,[33.359932],[-1.2256768  -0.37975073],[26.571571],[-1.1927289  -0.03965348]
882,1,[55.611813],[-3.224491  -0.4563381],[25.062948],[0.2654103 0.202538 ]
883,0,[36.541],[-1.1556231  0.5061498],[34.00641],[-0.55628324  1.1830914 ]
883,1,[33.30255],[-0.11175762  0.18114583],[28.223642],[-1.1322951  -0.02960388]
884,0,[43.735176],[-1.0617685  0.9917044],[24.461815],[-0.70046854 -0.8377924 ]
884,1,[29.36995],[-0.5957558  -0.23647001],[70.818665],[-5.2503004  0.9881167]
885,0,[29.994938],[-1.5452873   0.17711206],[57.645782],[-3.9858093  1.6707346]
885,1,[30.26936],[-1.0762103  0.2289053],[50.054005],[-3.3156323  1.4161906]
886,0,[46.605362],[-2.4204865   0.79644734],[32.28083],[-1.4840533 -0.6189782]
886,1,[29.32222],[-1.1312038 -0.7634355],[33.566124],[-0.92528975 -0.45989656]
887,0,[34.06565],[-1.8885926  0.3820492],[41.619717],[-3.3470592   0.06281339]
887,1,[29.977636],[-1.2978158   0.35721058],[26.837229],[-1.5929384 -1.4559933]
888,0,[42.455437],[-1.4741203  0.2958287],[31.318058],[-0.18148027 -0.04514499]
888,1,[33.872604],[0.5105002 0.3164063],[25.273308],[ 0.06048398 -1.5732981 ]
889,0,[39.398945],[-2.8256304  1.2112194],[78.52423],[-2.8436964  3.1218057]
889,1,[30.894958],[-2.1443608   0.05867456],[33.35252],[-0.85229194  0.11914821]
890,0,[30.674871],[-1.5225348  -0.51744735],[45.202953],[-0.8490497  1.8133931]
890,1,[35.366802],[-2.635008  2.19986 ],[49.93964],[-2.057232    0.96949357]
891,0,[29.913315],[-0.3359406 -0.545107 ],[38.89782],[-1.129223 -0.421642]
891,1,[32.46986],[-1.3833435  -0.55344546],[49.641132],[-3.3276978 -0.352045 ]
892,0,[22.729773],[-0.04782528 -0.6475788 ],[30.263933],[-0.7742627  -0.19540802]
892,1,[42.859535],[-1.9302117  0.7322918],[30.401726],[-1.2380937   0.06997313]
893,0,[58.767975],[-3.4223623   0.01534466],[27.510838],[-0.87570715  0.3471442 ]
893,1,[33.488342],[-1.5685295  1.1962771],[24.350128],[-0.3175105  0.4351967]
894,0,[32.029167],[0.07048592 1.6932789 ],[29.28026],[ 0.01508075 -0.42435998]
894,1,[33.917664],[-1.0062817  0.67836  ],[30.200867],[-0.5071358  -0.49992323]
895,0,[39.48368],[-1.3867933   0.65986866],[28.102236],[-2.1755083 -0.2685041]
895,1,[33.28185],[-0.58678705  1.169272  ],[35.42453],[-2.1371355  1.7327099]
896,0,[36.569805],[-2.2502482   0.39855832],[20.75504],[ 0.52932024 -0.44138294]
896,1,[38.969387],[-2.712076    0.16449825],[62.24696],[-4.1296644  2.4191887]
897,0,[28.872076],[-0.6966647  0.9326145],[23.631485],[-0.6677381 -1.0569158]
897,1,[47.55105],[-2.2367785  0.7879366],[29.50495],[ 0.00485782 -0.3338806 ]
898,0,[21.77193],[ 0.21783087 -0.9879218 ],[24.45425],[ 0.19126174 -0.35837477]
898,1,[40.894245],[-3.3422623  0.6636369],[51.998184],[-1.9974667   0.36483246]
899,0,[33.07189],[-1.5823354  -0.38269418],[72.38588],[-5.81835    1.8230554]
899,1,[40.11229],[-1.5691196   0.77710587],[27.188396],[-0.40963626 -0.89253783]
900,0,[30.257822],[-1.2748653  -0.36458832],[26.193417],[-0.76934886 -0.73575324]
900,1,[35.805767],[-1.4557642  -0.32548487],[30.577194],[-0.18035026  0.21035652]
901,0,[35.023815],[-0.8080121  0.6972535],[33.331875],[-2.2113864  0.5572963]
901,1,[28.972256],[-0.16420905 -0.16463032],[27.456085],[-1.7534453 -0.5036084]
902,0,[35.484413],[-2.1347594 -1.0565335],[45.838135],[-1.3303465  1.8004436]
902,1,[30.37457],[0.7599931  0.09553812],[48.81807],[-3.611399   3.2915485]
903,0,[34.4965],[-1.0771627 -0.5674642],[57.309807],[-3.9537597  0.8075859]
903,1,[37.413197],[-0.8445759  -0.85313493],[22.86391],[ 0.6274074 -0.8432279]
904,0,[23.844696],[-0.59772646 -0.15206566],[52.582558],[-2.6981516 -2.3765857]
904,1,[35.796562],[-1.2043186   0.05290455],[28.432217],[-1.267291   0.9077454]
905,0,[33.256565],[-0.2491854 -1.1648993],[75.07101],[-5.6618705  1.6476407]
905,1,[30.899195],[-1.502319  -0.8877267],[26.087301],[ 1.7835283 -0.6450731]
906,0,[31.137888],[-1.6780913   0.35176492],[31.856361],[0.54183304 0.40714556]
906,1,[35.675415],[-1.5522517 -0.3739531],[28.665127],[-1.485609    0.00161211]
907,0,[53.585766],[-2.60972     0.82191104],[58.63552],[-2.4727676  0.4666317]
907,1,[25.93541],[-0.17645968  0.8182018 ],[54.747795],[-0.58974177  0.72485006]
