Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Noisy Age Prediction,Noisy Gender Prediction,Rotation Age Prediction,Rotation Gender Prediction,Brightness Age Prediction,Brightness Gender Prediction,Contrast Age Prediction,Contrast Gender Prediction
99,2,[31.102262],[-1.1324158   0.21268441],[33.09802],[-1.4053938   0.32288778],[27.54217],[-0.8019844   0.06746329],[37.040398],[-1.3905089   0.18305512],[37.155582],[-1.407345    0.19324647]
99,3,[33.66118],[-1.6733365  0.5674671],[33.37645],[-1.6800028  0.5499209],[33.98729],[-1.5838603  0.5089342],[36.055676],[-1.734558   0.5450173],[35.236496],[-1.6542821  0.5134716]
100,0,[34.00498],[-1.4081619   0.47023314],[32.76121],[-1.4350885  0.4542786],[47.22056],[-2.6125765   0.89003617],[36.857716],[-1.4192818   0.24699844],[38.065926],[-1.4748923   0.26780236]
100,1,[41.127434],[-1.9471127  0.6117069],[44.620396],[-2.2750924   0.68641645],[38.381573],[-1.7569577  0.5170341],[37.077072],[-1.5507089   0.36093956],[37.48937],[-1.6226015   0.40943074]
100,2,[30.766096],[-1.1176218   0.20707597],[31.248951],[-1.2427242   0.31188244],[36.526493],[-1.7144618  0.4280377],[35.584755],[-1.3919998  0.3569225],[34.270348],[-1.2064509  0.239756 ]
100,3,[29.796879],[-0.84044826 -0.02101955],[27.049423],[-0.6064242  -0.02350183],[33.54973],[-1.3467798   0.35746986],[32.35154],[-1.1364759  0.2188258],[30.522102],[-0.90436745  0.07461399]
101,0,[37.217705],[-1.7913212   0.69476146],[37.153255],[-1.7651914   0.74249315],[39.863693],[-1.9409858   0.54811263],[34.02864],[-1.0744896   0.15300305],[34.34718],[-0.98797345  0.07870664]
101,1,[39.584084],[-1.8450943   0.67609185],[36.380157],[-1.6321335  0.6052179],[40.51776],[-1.9875959  0.6594208],[36.78505],[-1.3588839   0.27886486],[37.726097],[-1.4343307  0.2892087]
101,2,[43.250805],[-1.8265795   0.42467993],[35.3275],[-1.2702783  0.3284183],[34.142765],[-1.3440362   0.35520792],[50.290356],[-2.3665252  0.6236602],[45.211452],[-1.9689511  0.5109605]
101,3,[43.826584],[-2.3373036  0.6225137],[40.73746],[-2.1097374  0.6093559],[35.03092],[-1.5481436  0.5255343],[40.564556],[-1.7912358  0.3931108],[40.726532],[-1.7630537   0.37810916]
102,0,[35.893734],[-1.5575498   0.47881842],[39.544746],[-1.9614927  0.6234406],[33.323826],[-1.2184582   0.20734428],[36.709297],[-1.4868333   0.35306412],[35.609226],[-1.4784697   0.32560062]
102,1,[55.73461],[-3.383215   1.2509587],[55.966232],[-3.447575   1.2142911],[36.097027],[-1.7183301   0.57039756],[42.745823],[-1.8388838   0.36532986],[44.948486],[-2.1186996  0.5105142]
102,2,[33.445423],[-1.4755191   0.44632232],[32.4374],[-1.2711328   0.49491024],[40.311474],[-2.0439754  0.6102235],[35.38769],[-1.4345158  0.3953727],[34.924496],[-1.4526659   0.38571453]
102,3,[42.200203],[-2.2457192   0.72806364],[37.989613],[-1.9063839  0.5967198],[30.559637],[-1.1997159   0.29036134],[44.37095],[-1.9000851   0.38692886],[43.10609],[-1.854052    0.41637903]
103,0,[29.02312],[-0.871961   -0.02910878],[32.523983],[-1.2638081  0.2816795],[35.09492],[-1.4738528   0.40675175],[36.46254],[-1.1287042   0.03714167],[35.490486],[-0.965248   -0.04372618]
103,1,[36.507576],[-1.5092659  0.4026186],[34.708134],[-1.3479764  0.3699872],[34.659122],[-1.2772884   0.43261355],[34.120705],[-0.90959907 -0.10419417],[33.860508],[-0.8770343  -0.11944947]
103,2,[34.516506],[-1.235741    0.24016382],[33.042084],[-1.195999   0.2269301],[37.6172],[-1.726479    0.51104176],[36.592735],[-1.1560156   0.06592931],[36.672287],[-1.1554141   0.03940524]
103,3,[42.08081],[-2.0391362   0.66726506],[45.64825],[-2.4113941  0.8560137],[36.228256],[-1.7776071  0.6197322],[38.565716],[-1.6879712   0.38743716],[37.115623],[-1.5647668   0.29337305]
104,0,[42.261295],[-2.2750804  0.7580975],[38.035313],[-1.970311    0.72292614],[28.74032],[-1.006522    0.04070193],[35.172375],[-1.2267307   0.15912385],[34.822594],[-1.1788931   0.11214282]
104,1,[36.433716],[-1.5791484  0.5212134],[37.139736],[-1.8857511  0.7836049],[33.035072],[-1.2629126   0.39635092],[33.901062],[-0.9970648   0.04950686],[33.47576],[-0.88752747 -0.03430475]
104,2,[44.637135],[-2.026531   0.4726138],[42.24877],[-1.8016456   0.41358608],[39.625114],[-1.9151839  0.5971249],[47.591793],[-2.1985645  0.5198938],[48.676174],[-2.3449206  0.5643862]
104,3,[35.32184],[-1.4518927   0.38332528],[35.822487],[-1.840365    0.62093383],[37.612988],[-1.7208949   0.54764557],[35.2513],[-1.2136487  0.142256 ],[33.92012],[-1.0118463   0.01313211]
105,0,[48.089832],[-2.8610237  1.1891608],[47.413948],[-2.9104786  1.1445128],[44.175884],[-2.347086    0.87353104],[42.738285],[-2.0690181  0.7524316],[41.451466],[-1.9205612   0.64704883]
105,1,[35.44573],[-1.3610219   0.27209115],[35.39801],[-1.4835603   0.40424395],[31.684065],[-1.2617325   0.20565172],[34.28552],[-1.2857977  0.2534513],[33.8961],[-1.1892344   0.23585327]
105,2,[28.673801],[-1.0943922   0.27481496],[26.612753],[-0.62979233 -0.01261781],[37.298195],[-1.9503227  0.7643816],[34.246716],[-1.3302969   0.34386784],[35.08326],[-1.3846164  0.3841638]
105,3,[37.73033],[-1.5772495   0.40427703],[34.230103],[-1.4510761  0.4500519],[34.49983],[-1.5170057  0.6041659],[34.70461],[-1.2567055   0.21063082],[34.054764],[-1.1513121  0.1401517]
106,0,[33.80024],[-1.2354746   0.15887134],[36.27171],[-1.5436966   0.38534665],[33.264153],[-1.3563709   0.28834188],[38.75776],[-1.4302167   0.16266753],[36.40071],[-1.1515459  0.0809827]
106,1,[27.710989],[-0.7398951  -0.07812709],[23.858316],[-0.46113223 -0.24631974],[31.708168],[-1.2184551   0.19206642],[31.134226],[-1.0069599   0.06010948],[30.612885],[-0.8598403   0.01727471]
106,2,[34.667423],[-1.4163722   0.39533383],[33.096947],[-1.3365587  0.3162685],[35.697384],[-1.54538  0.4475 ],[38.455204],[-1.4748187   0.28941417],[39.480606],[-1.5640754  0.3398136]
106,3,[38.753883],[-1.9140564   0.75087124],[38.55315],[-1.9763345   0.80750424],[33.505856],[-1.2486676  0.2942918],[37.461384],[-1.5291582   0.32623392],[35.92125],[-1.2940497   0.19688226]
107,0,[37.753628],[-1.82192    0.6749922],[41.54769],[-2.0859122  0.7247385],[35.587368],[-1.564009    0.48082548],[36.153835],[-1.457347   0.3953395],[35.46637],[-1.4327301   0.37122387]
107,1,[32.454887],[-1.2715019   0.29259902],[30.97719],[-1.2344462   0.31088567],[40.633984],[-2.1634276  0.7078959],[35.684708],[-1.3281488  0.3606915],[36.417534],[-1.3694707   0.37446702]
107,2,[36.609035],[-1.5838231   0.59152657],[36.351776],[-1.5480338  0.6083361],[36.0902],[-1.4543562  0.3216877],[32.85843],[-0.8793329   0.00279716],[33.308323],[-0.84017396 -0.02136357]
107,3,[33.092773],[-1.2178881  0.2203242],[34.09929],[-1.3466021  0.3406012],[28.209589],[-0.6267606  -0.04827564],[35.80537],[-1.1628616   0.11105268],[35.44026],[-1.1160902   0.08256565]
108,0,[35.84332],[-1.4454198  0.3906831],[35.53795],[-1.533517  0.491454],[35.196533],[-1.4559078  0.3572988],[35.753746],[-1.4867976   0.34180123],[38.474903],[-1.6522098  0.4145962]
108,1,[40.031067],[-1.8133093   0.47762042],[38.09149],[-1.733322   0.5099526],[33.36393],[-1.3026919   0.26166368],[40.05665],[-1.6732988   0.45176888],[41.04312],[-1.726372  0.493065]
108,2,[34.836292],[-1.4202876   0.37420022],[34.219456],[-1.4204394   0.38884097],[31.696346],[-1.3341734   0.42480105],[33.921883],[-0.9414071  -0.05355261],[34.156803],[-0.98156536 -0.03817725]
108,3,[44.31592],[-2.2323802  0.7637124],[47.482944],[-2.493768   0.7719827],[37.3264],[-1.8256861  0.6896429],[46.614403],[-2.2396312   0.60920644],[48.85335],[-2.4500356  0.690357 ]
109,0,[26.914574],[-0.31332874 -0.322043  ],[29.66098],[-0.84836876  0.01490934],[37.465122],[-1.6059735  0.4528522],[33.538006],[-1.19128     0.20037405],[35.646828],[-1.390449    0.26590943]
109,1,[32.401],[-1.1387135   0.20521294],[32.898422],[-1.2905749  0.3326254],[36.426407],[-1.6099113   0.45250326],[36.61261],[-1.6232749   0.44297123],[36.085712],[-1.5625979   0.40358955]
109,2,[31.822681],[-0.9145632   0.14860941],[29.690027],[-0.77550197  0.07577212],[38.191673],[-1.6695118  0.5860128],[33.425316],[-1.029168    0.18239166],[33.243523],[-1.0490044   0.18976797]
109,3,[33.912506],[-1.5140214   0.36575073],[31.646553],[-1.115202   0.1540323],[37.73282],[-1.6748004  0.5705251],[34.053932],[-0.9865489  -0.02327222],[33.670486],[-0.93535805 -0.07128587]
110,0,[39.048363],[-1.750508    0.58862394],[36.307747],[-1.5986868   0.56049365],[31.072563],[-1.1161485   0.18201195],[36.203423],[-1.4116597   0.31579548],[38.01234],[-1.6068796  0.4185437]
110,1,[36.498238],[-1.4679734  0.3470934],[36.37181],[-1.6010102   0.53276515],[33.565907],[-1.3033788   0.28557247],[35.329796],[-1.2723365   0.18502675],[34.745285],[-1.2651958  0.1699837]
110,2,[31.97948],[-1.1995788  0.2590624],[28.412296],[-0.8957803   0.13259651],[32.866356],[-1.1869065   0.25319058],[33.999985],[-1.2757552   0.22138776],[32.831017],[-1.1539394  0.1918393]
110,3,[37.839653],[-1.4152489   0.25160533],[33.321907],[-1.3128629   0.34186983],[31.8488],[-1.024744    0.20320152],[35.55986],[-1.3367482   0.25023866],[33.967155],[-1.162021    0.16120307]
111,0,[27.735811],[-0.49395502 -0.13746014],[25.51244],[-0.46063256 -0.13945341],[36.303814],[-1.5227882   0.44022334],[32.94418],[-1.1191555   0.28246754],[32.40992],[-1.132982    0.24919428]
111,1,[37.247925],[-1.7127538   0.69841784],[36.81176],[-1.7806065  0.7305901],[41.230667],[-1.9865986   0.62059057],[37.78338],[-1.6034824  0.501134 ],[38.37455],[-1.6034335   0.45028692]
111,2,[36.97225],[-1.6408092   0.54161656],[33.512993],[-1.2574998   0.33033168],[47.79865],[-2.4611216  0.6866011],[35.136406],[-1.422953   0.4465745],[35.42531],[-1.420158   0.4475186]
111,3,[33.617294],[-1.4131272  0.2961439],[30.916939],[-1.0960637   0.16245528],[39.11607],[-1.6360598  0.4423483],[32.226883],[-1.2619816   0.19794835],[31.707327],[-1.1034341   0.13825749]
112,0,[44.322433],[-1.9365088   0.31252414],[40.361443],[-1.8230289   0.34096116],[33.43819],[-0.9964715   0.05364141],[36.402996],[-1.0768843   0.05734418],[37.683586],[-1.2518711   0.11986537]
112,1,[28.06246],[-0.8017823   0.00480081],[30.255405],[-1.013272    0.12346859],[35.096973],[-1.5342275  0.5539357],[34.160435],[-0.9702747 -0.0827631],[34.258514],[-0.9752171 -0.0759729]
112,2,[24.754269],[-0.18449305 -0.41566902],[20.196484],[ 0.38869226 -0.65486526],[36.55876],[-1.5812813   0.40474612],[37.45264],[-1.4217168  0.4218982],[36.728413],[-1.3116652   0.35806865]
112,3,[30.110847],[-0.9374498  0.2240753],[30.097233],[-0.99948406  0.26058716],[34.729885],[-1.2591175   0.31488478],[32.370277],[-0.8183392   0.15956368],[33.254913],[-0.9418857  0.1811641]
113,0,[40.464134],[-1.693214    0.54638165],[36.43956],[-1.4083872   0.45314097],[45.3907],[-2.6176531  1.0379794],[46.9048],[-2.4563851   0.76954484],[44.779865],[-2.2802196  0.7218068]
113,1,[31.054016],[-1.1504915  0.3002311],[31.70871],[-1.3129255   0.37223095],[36.431683],[-1.5334718   0.50598186],[36.776382],[-1.5753856   0.60865337],[36.545998],[-1.5530697  0.6111024]
113,2,[25.70117],[-0.3604074  -0.28440863],[25.98777],[-0.6071849 -0.1304433],[37.77055],[-1.5538572   0.38634068],[30.185783],[-1.1795747   0.16585965],[29.654331],[-1.1126496  0.1243576]
113,3,[34.36767],[-1.4300176   0.25227386],[34.176147],[-1.4199268   0.18803434],[35.33291],[-1.6727568   0.44820207],[38.069885],[-1.6918923   0.45326316],[37.545],[-1.6668468   0.46366674]
114,0,[28.318386],[-0.73401195  0.03807403],[29.442093],[-0.91549146  0.09976067],[38.07866],[-1.8818046  0.7338339],[40.775436],[-1.9287883  0.6248979],[43.069664],[-2.1589785  0.7167543]
114,1,[33.993233],[-1.2669213   0.20064081],[35.371613],[-1.4121562  0.3621307],[35.28504],[-1.4188111  0.3420757],[38.90762],[-1.5973626   0.41545922],[41.22951],[-1.7662305   0.43071496]
114,2,[35.003082],[-1.4830992  0.4733724],[36.289013],[-1.6352788   0.60760295],[36.299496],[-1.4947463   0.45246863],[35.930305],[-1.4802462  0.5756614],[33.631786],[-1.2132174   0.38854814]
114,3,[39.23078],[-1.9680494  0.7089779],[38.51133],[-1.7293717  0.6280034],[35.571598],[-1.4879686   0.44701022],[38.774124],[-1.561584   0.3845991],[37.321655],[-1.5492821  0.4018768]
115,0,[28.48999],[-0.63396657 -0.15740868],[29.53502],[-0.86831427 -0.02527143],[38.77433],[-1.7113398   0.35791844],[27.107044],[-0.50976264 -0.15481898],[28.142673],[-0.6236576  -0.10814434]
115,1,[45.002277],[-2.302041   0.5842127],[41.573086],[-2.0733597  0.6501561],[36.190014],[-1.6667     0.5196924],[36.888016],[-1.1023325  -0.01361713],[34.618027],[-0.9526932  -0.06125007]
115,2,[29.651695],[-0.69932425 -0.03648774],[25.542568],[-0.3946752  -0.15735146],[33.989826],[-1.2124761  0.3261792],[33.348133],[-1.1339916   0.14926194],[33.51364],[-1.139205    0.16451074]
115,3,[34.603657],[-1.2798207   0.26264334],[32.04483],[-1.1035715   0.30035812],[36.887367],[-1.5720468   0.36206675],[32.684593],[-1.1077088   0.17561443],[32.859787],[-1.1506698   0.19742657]
116,0,[31.853008],[-1.2518631   0.07301174],[29.318394],[-0.93929887 -0.08213757],[38.02251],[-1.9120866  0.6208932],[35.855835],[-1.593386    0.43383497],[35.251064],[-1.56977     0.41698045]
116,1,[40.844887],[-1.9818949  0.6528586],[36.16129],[-1.6691114  0.5733868],[30.021372],[-0.9844378   0.22215818],[39.39337],[-1.7606963  0.4528798],[38.9417],[-1.7780889  0.4877907]
116,2,[32.23848],[-1.1638875   0.21533974],[35.119343],[-1.5853578  0.4891982],[38.4409],[-1.8595203   0.59408385],[40.31132],[-1.8925651   0.56950015],[39.13344],[-1.7962162   0.55996364]
116,3,[39.61391],[-1.8936306  0.5773265],[35.280598],[-1.5498705   0.43214208],[36.69946],[-1.4765805   0.39273518],[35.841663],[-1.348735    0.23222704],[35.010857],[-1.2467083   0.15801074]
117,0,[22.964294],[-0.08185007 -0.39129823],[23.901487],[-0.22864185 -0.2734185 ],[34.90253],[-1.3511633   0.30886298],[36.00656],[-1.4255234  0.2762065],[32.986298],[-1.1435907   0.05884796]
117,1,[31.695553],[-1.0244219   0.09554811],[30.57236],[-1.0253203   0.10787217],[33.98958],[-1.3240556  0.2543283],[37.43096],[-1.613559   0.4705993],[34.93996],[-1.3943099   0.31820178]
117,2,[39.091827],[-1.8029939  0.6722032],[37.246098],[-1.790814   0.6849136],[29.331919],[-1.1684095   0.17080314],[35.80088],[-1.5064757   0.48113954],[37.68282],[-1.6345493  0.5569053]
117,3,[34.515785],[-1.286101    0.19105227],[32.709824],[-1.1133152   0.19105355],[34.358906],[-1.5329431   0.38505143],[38.208862],[-1.3552091  0.2999323],[37.12647],[-1.2150233   0.21235256]
118,0,[44.289276],[-2.1901166  0.6318821],[39.38761],[-1.7401167  0.4939953],[36.754665],[-1.4615217   0.43630505],[33.24134],[-1.0980262   0.12225075],[34.02042],[-1.1040392   0.12048848]
118,1,[41.73506],[-2.205429    0.71996856],[46.824825],[-2.627594   0.9391163],[39.51152],[-2.0209453  0.8125975],[47.45128],[-2.5462875  0.6481971],[40.093872],[-1.995202    0.40626186]
118,2,[34.63038],[-1.402587   0.4287715],[31.509735],[-1.2206167   0.28474724],[29.9794],[-1.0282418   0.22349583],[39.29137],[-1.7194757   0.45691758],[38.997986],[-1.7164017  0.4734103]
118,3,[29.445469],[-0.7296215   0.04579386],[25.032158],[-0.47673452 -0.13005874],[36.546543],[-1.639021   0.5383196],[34.941803],[-1.2753991  0.2753319],[32.51314],[-1.0519933   0.20331164]
119,0,[28.909819],[-0.91619456 -0.01004045],[32.478363],[-1.4359354   0.31721395],[33.92905],[-1.4260862   0.29617488],[35.201347],[-1.2356666   0.12115906],[34.98092],[-1.2552313   0.14332213]
119,1,[40.5257],[-2.0161576  0.6671058],[37.88897],[-1.9716436  0.6801563],[40.053944],[-2.0533876  0.6512096],[33.260223],[-0.8599154  -0.06413009],[33.26014],[-0.8547113  -0.07985353]
119,2,[33.961166],[-1.3940172   0.33068216],[33.414574],[-1.4281082   0.35419422],[38.79867],[-1.6624628   0.40228683],[33.184578],[-0.96733093  0.09967609],[33.998962],[-1.0899038   0.17072068]
119,3,[29.113918],[-0.8566803  0.023441 ],[30.429047],[-1.1201717   0.20479082],[37.057224],[-1.5207251   0.31097174],[35.986412],[-1.34869     0.26446754],[35.944534],[-1.3629864  0.2943712]
120,0,[24.945389],[-0.32205135 -0.2515868 ],[30.612453],[-1.2231259   0.22649361],[35.56331],[-1.3853611   0.28515255],[35.294613],[-1.2285944   0.17572774],[34.970432],[-1.1976333  0.1789288]
120,1,[33.284542],[-1.3193927   0.12607591],[34.517918],[-1.5412337  0.355617 ],[33.51313],[-1.2981852   0.14071085],[33.679775],[-1.2596682   0.23745845],[36.194874],[-1.3713776   0.26775873]
120,2,[40.006985],[-1.947327   0.6643302],[39.487743],[-2.011127   0.7669201],[34.72973],[-1.475706    0.44440126],[37.789814],[-1.6718899  0.6242943],[38.73538],[-1.7758435  0.6499871]
120,3,[31.692104],[-1.1201031   0.17824353],[28.856396],[-1.009432    0.08362634],[27.502502],[-0.670671   -0.06452978],[34.191143],[-1.0408916   0.09883331],[34.27672],[-1.0194659   0.09650661]
121,0,[33.883614],[-1.4716204   0.48063624],[31.779188],[-1.2266443   0.29388124],[38.565037],[-1.8682643  0.6680039],[33.225166],[-1.2480899  0.3176661],[32.8833],[-1.2377056   0.28857225]
121,1,[32.04247],[-1.1207166   0.16158159],[33.92608],[-1.465783  0.445575],[35.90447],[-1.6751009   0.41046858],[36.860588],[-1.5859667   0.45397645],[37.035385],[-1.6423863   0.47469193]
121,2,[37.466934],[-1.6013323   0.70030427],[40.34289],[-2.0525553   0.74033415],[41.01218],[-2.108957   0.7721079],[37.97295],[-1.4036486   0.39866483],[37.961475],[-1.3815292   0.33624655]
121,3,[20.062891],[ 0.3918875 -0.7056499],[23.457094],[-0.11548166 -0.335662  ],[34.810783],[-1.4654014  0.459076 ],[36.056156],[-1.4738356   0.38923424],[35.269054],[-1.3988464   0.33862418]
122,0,[32.155228],[-1.2955344   0.31893045],[31.470829],[-1.1707418  0.2128398],[44.220676],[-2.1802495   0.61390847],[37.86235],[-1.5320883  0.4449734],[38.155365],[-1.5442473   0.42665732]
122,1,[46.749718],[-2.6283884  0.9605643],[42.157806],[-2.286013   0.8026785],[35.274803],[-1.472205    0.32977873],[38.64255],[-1.8480376  0.5858373],[36.951683],[-1.637311    0.49721515]
122,2,[37.437923],[-1.6644808  0.5988064],[37.837826],[-1.9181784   0.78000337],[34.923336],[-1.3513665  0.3427223],[37.47325],[-1.6072068   0.51834315],[40.50851],[-1.8074018  0.5546292]
122,3,[39.502586],[-1.7246993  0.7936211],[38.448353],[-1.9085599   0.77237993],[39.836758],[-2.016543    0.61801606],[39.549267],[-1.7473992  0.612841 ],[37.110012],[-1.4924709  0.527022 ]
123,0,[34.751133],[-1.3516868   0.42133647],[32.65837],[-1.2748326   0.35730404],[30.555168],[-1.0612093   0.01648133],[37.117165],[-1.6580154   0.55791146],[38.780006],[-1.8009008  0.6156511]
123,1,[38.13935],[-1.5298047  0.3581211],[34.428017],[-1.4187393  0.3937921],[30.507494],[-1.138702   0.2741093],[35.205254],[-1.1740397  0.1906975],[35.564964],[-1.2937307   0.24768211]
123,2,[36.179314],[-1.5052432   0.40047556],[34.720337],[-1.5859718  0.5487129],[34.03954],[-1.3767599  0.3354327],[33.371452],[-0.95223355  0.11711289],[34.21071],[-1.0648385   0.17885025]
123,3,[31.496866],[-1.1150142   0.13620992],[30.86886],[-1.1217043  0.1501133],[34.599472],[-1.1620446   0.21241297],[31.69462],[-0.9881424   0.16463007],[32.18981],[-1.0493135   0.23976745]
124,0,[24.426699],[-0.5402481  -0.14139766],[28.489122],[-1.1613399   0.19708158],[35.27413],[-1.4874811   0.32658988],[34.758476],[-1.1557068   0.20395578],[34.829556],[-1.1381004   0.18432756]
124,1,[32.85681],[-1.0872923   0.23752029],[32.803413],[-1.2305403   0.31400263],[34.718697],[-1.3222338   0.35873783],[35.586098],[-1.2281737   0.23480083],[32.650898],[-1.01551     0.13618337]
124,2,[35.546432],[-1.5843451  0.5673083],[32.6062],[-1.3116698  0.4286477],[29.048384],[-0.9642669   0.14839892],[33.692738],[-1.0438313   0.09626602],[33.810776],[-1.0265987   0.06263205]
124,3,[31.16792],[-1.0802517   0.22337253],[34.796303],[-1.607832    0.62221056],[35.448856],[-1.5183305   0.42517674],[36.71098],[-1.2885239   0.25741726],[35.87413],[-1.2531278   0.30028683]
125,0,[34.63038],[-1.402587   0.4287715],[34.688507],[-1.5137299   0.42448097],[29.9794],[-1.0282418   0.22349583],[39.29137],[-1.7194757   0.45691758],[38.997986],[-1.7164017  0.4734103]
125,1,[23.834852],[ 0.06335886 -0.44414997],[23.317032],[ 0.07821289 -0.42047256],[36.137695],[-1.4786338   0.47495317],[31.520327],[-0.97602975  0.06386648],[29.707829],[-0.7932213  -0.01632407]
125,2,[39.093952],[-2.0049968  0.6880029],[39.253277],[-2.030851    0.69056964],[37.83325],[-1.2927611  0.3116731],[45.373047],[-2.2942665   0.64519423],[44.937313],[-2.2497294  0.5891916]
